Date,3-026
2021-12-15,331.0
2021-12-16,335.0
2021-12-17,408.0
2021-12-18,420.0
2021-12-19,305.0
2021-12-20,349.0
2021-12-21,336.0
2021-12-22,405.0
2021-12-23,342.0
2021-12-24,230.0
2021-12-25,103.0
2021-12-26,153.0
2021-12-27,247.0
2021-12-28,276.0
2021-12-29,300.0
2021-12-30,315.0
2021-12-31,226.0
2022-01-01,0.0
2022-01-01,136.0
2022-01-02,225.0
2022-01-03,252.0
2022-01-04,236.0
2022-01-05,231.0
2022-01-06,274.0
2022-01-07,255.0
2022-01-08,269.0
2022-01-09,213.0
2022-01-10,202.0
2022-01-11,292.0
2022-01-12,216.0
2022-01-13,232.0
2022-01-14,297.0
2022-01-15,211.0
2022-01-16,232.0
2022-01-17,206.0
2022-01-18,235.0
2022-01-19,209.0
2022-01-20,242.0
2022-01-21,278.0
2022-01-22,199.0
2022-01-23,207.0
2022-01-24,218.0
2022-01-25,229.0
2022-01-26,275.0
2022-01-27,345.0
2022-01-28,329.0
2022-01-29,323.0
2022-01-30,280.0
2022-01-31,298.0
2022-02-01,263.0
2022-02-02,283.0
2022-02-03,329.0
2022-02-04,343.0
2022-02-05,324.0
2022-02-06,322.0
2022-02-07,275.0
2022-02-08,342.0
2022-02-09,323.0
2022-02-10,411.0
2022-02-11,410.0
2022-02-12,279.0
2022-02-13,377.0
2022-02-14,349.0
2022-02-15,349.0
2022-02-16,382.0
2022-02-17,392.0
2022-02-18,449.0
2022-02-19,333.0
2022-02-20,357.0
2022-02-21,351.0
2022-02-22,372.0
2022-02-23,418.0
2022-02-24,429.0
2022-02-25,446.0
2022-02-26,401.0
2022-02-27,428.0
2022-02-28,342.0
2022-03-01,393.0
2022-03-02,432.0
2022-03-03,404.0
2022-03-04,536.0
2022-03-05,467.0
2022-03-06,519.0
2022-03-07,365.0
2022-03-08,426.0
2022-03-09,479.0
2022-03-10,481.0
2022-03-11,563.0
2022-03-12,504.0
2022-03-13,449.0
2022-03-14,408.0
2022-03-15,506.0
2022-03-16,434.0
2022-03-17,522.0
2022-03-18,536.0
2022-03-19,441.0
2022-03-20,509.0
2022-03-21,464.0
2022-03-22,428.0
2022-03-23,449.0
2022-03-24,464.0
2022-03-25,416.0
2022-03-26,383.0
2022-03-27,390.0
2022-03-28,390.0
2022-03-29,343.0
2022-03-30,361.0
2022-03-31,365.0
2022-04-01,313.0
2022-04-02,368.0
2022-04-03,310.0
2022-04-04,341.0
2022-04-05,346.0
2022-04-06,362.0
2022-04-07,361.0
2022-04-08,260.0
2022-04-09,276.0
2022-04-10,285.0
2022-04-11,290.0
2022-04-12,360.0
2022-04-13,432.0
2022-04-14,386.0
2022-04-15,236.0
2022-04-16,283.0
2022-04-17,383.0
2022-04-18,376.0
2022-04-19,324.0
2022-04-20,364.0
2022-04-21,396.0
2022-04-22,331.0
2022-04-23,353.0
2022-04-24,310.0
2022-04-25,314.0
2022-04-26,397.0
2022-04-27,383.0
2022-04-28,454.0
2022-04-29,390.0
2022-04-30,441.0
2022-05-01,394.0
2022-05-02,394.0
2022-05-03,328.0
2022-05-04,391.0
2022-05-05,402.0
2022-05-06,404.0
2022-05-07,281.0
2022-05-08,356.0
2022-05-09,302.0
2022-05-10,328.0
2022-05-11,384.0
2022-05-12,721.0
2022-05-13,435.0
2022-05-14,442.0
2022-05-15,379.0
2022-05-16,504.0
2022-05-17,421.0
2022-05-18,425.0
2022-05-19,450.0
2022-05-20,599.0
2022-05-21,439.0
2022-05-22,386.0
2022-05-23,505.0
2022-05-24,363.0
2022-05-25,410.0
2022-05-26,429.0
2022-05-27,540.0
2022-05-28,416.0
2022-05-29,451.0
2022-05-30,490.0
2022-05-31,458.0
2022-06-01,466.0
2022-06-02,517.0
2022-06-03,573.0
2022-06-04,577.0
2022-06-05,653.0
2022-06-06,616.0
2022-06-07,515.0
2022-06-08,524.0
2022-06-09,482.0
2022-06-10,566.0
2022-06-11,503.0
2022-06-12,452.0
2022-06-13,552.0
2022-06-14,601.0
2022-06-15,563.0
2022-06-16,633.0
2022-06-17,692.0
2022-06-18,597.0
2022-06-19,517.0
2022-06-20,524.0
2022-06-21,596.0
2022-06-22,594.0
2022-06-23,574.0
2022-06-24,685.0
2022-06-25,606.0
2022-06-26,561.0
2022-06-27,617.0
2022-06-28,560.0
2022-06-29,651.0
2022-06-30,745.0
2022-07-01,621.0
2022-07-02,551.0
2022-07-03,529.0
2022-07-04,460.0
2022-07-05,508.0
2022-07-06,456.0
2022-07-07,488.0
2022-07-08,486.0
2022-07-09,492.0
2022-07-10,474.0
2022-07-11,451.0
2022-07-12,508.0
2022-07-13,571.0
2022-07-14,568.0
2022-07-15,602.0
2022-07-16,468.0
2022-07-17,468.0
2022-07-18,495.0
2022-07-19,471.0
2022-07-20,466.0
2022-07-21,491.0
2022-07-22,630.0
2022-07-23,516.0
2022-07-24,480.0
2022-07-25,493.0
2022-07-26,477.0
2022-07-27,583.0
2022-07-28,569.0
2022-07-29,662.0
2022-07-30,569.0
2022-07-31,601.0
2022-08-01,672.0
2022-08-02,574.0
2022-08-03,538.0
2022-08-04,481.0
2022-08-05,627.0
2022-08-06,475.0
2022-08-07,476.0
2022-08-08,466.0
2022-08-09,486.0
2022-08-10,422.0
2022-08-11,443.0
2022-08-12,548.0
2022-08-13,516.0
2022-08-14,524.0
2022-08-15,557.0
2022-08-16,484.0
2022-08-17,538.0
2022-08-18,597.0
2022-08-19,576.0
2022-08-20,508.0
2022-08-21,585.0
2022-08-22,532.0
2022-08-23,516.0
2022-08-24,510.0
2022-08-25,552.0
2022-08-26,565.0
2022-08-27,521.0
2022-08-28,485.0
2022-08-29,557.0
2022-08-30,496.0
2022-08-31,587.0
2022-09-01,545.0
2022-09-02,742.0
2022-09-03,619.0
2022-09-04,567.0
2022-09-05,769.0
2022-09-06,469.0
2022-09-07,424.0
2022-09-08,463.0
2022-09-09,445.0
2022-09-10,405.0
2022-09-11,364.0
2022-09-12,372.0
2022-09-13,391.0
2022-09-14,428.0
2022-09-15,416.0
2022-09-16,469.0
2022-09-17,408.0
2022-09-18,440.0
2022-09-19,439.0
2022-09-20,435.0
2022-09-21,433.0
2022-09-22,452.0
2022-09-23,473.0
2022-09-24,411.0
2022-09-25,480.0
2022-09-26,369.0
2022-09-27,410.0
2022-09-28,443.0
2022-09-29,528.0
2022-09-30,493.0
2022-10-01,371.0
2022-10-02,466.0
2022-10-03,436.0
2022-10-04,424.0
2022-10-05,409.0
2022-10-06,524.0
2022-10-07,527.0
2022-10-08,406.0
2022-10-09,338.0
2022-10-10,424.0
2022-10-11,366.0
2022-10-12,374.0
2022-10-13,403.0
2022-10-14,395.0
2022-10-15,371.0
2022-10-16,344.0
2022-10-17,361.0
2022-10-18,432.0
2022-10-19,373.0
2022-10-20,367.0
2022-10-21,430.0
2022-10-22,318.0
2022-10-23,368.0
2022-10-24,316.0
2022-10-25,319.0
2022-10-26,336.0
2022-10-27,348.0
2022-10-28,440.0
2022-10-29,315.0
2022-10-30,272.0
2022-10-31,299.0
2022-11-01,295.0
2022-11-02,295.0
2022-11-03,319.0
2022-11-04,343.0
2022-11-05,269.0
2022-11-06,247.0
2022-11-07,263.0
2022-11-08,299.0
2022-11-09,340.0
2022-11-10,361.0
2022-11-11,348.0
2022-11-12,236.0
2022-11-13,327.0
2022-11-14,297.0
2022-11-15,331.0
2022-11-16,348.0
2022-11-17,306.0
2022-11-18,371.0
2022-11-19,265.0
2022-11-20,297.0
2022-11-21,323.0
2022-11-22,275.0
2022-11-23,346.0
2022-11-24,311.0
2022-11-25,360.0
2022-11-26,287.0
2022-11-27,261.0
2022-11-28,305.0
2022-11-29,330.0
2022-11-30,348.0
2022-12-01,329.0
2022-12-02,391.0
2022-12-03,265.0
2022-12-04,304.0
2022-12-05,298.0
2022-12-06,276.0
2022-12-07,307.0
2022-12-08,331.0
2022-12-09,366.0
2022-12-10,299.0
2022-12-11,319.0
2022-12-12,289.0
2022-12-13,327.0
2022-12-14,347.0
2022-12-15,373.0
2022-12-16,438.0
2022-12-17,360.0
2022-12-18,324.0
2022-12-19,389.0
2022-12-20,330.0
2022-12-21,369.0
2022-12-22,354.0
2022-12-23,336.0
2022-12-24,258.0
2022-12-25,121.0
2022-12-26,228.0
2022-12-27,301.0
2022-12-28,343.0
2022-12-29,328.0
2022-12-30,351.0
2022-12-31,229.0
2023-01-01,0.0
2023-01-01,177.0
2023-01-02,319.0
2023-01-03,313.0
2023-01-04,342.0
2023-01-05,319.0
2023-01-06,317.0
2023-01-07,258.0
2023-01-08,263.0
2023-01-09,290.0
2023-01-10,328.0
2023-01-11,295.0
2023-01-12,304.0
2023-01-13,378.0
2023-01-14,250.0
2023-01-15,288.0
2023-01-16,308.0
2023-01-17,312.0
2023-01-18,315.0
2023-01-19,301.0
2023-01-20,338.0
2023-01-21,241.0
2023-01-22,240.0
2023-01-23,276.0
2023-01-24,306.0
2023-01-25,266.0
2023-01-26,308.0
2023-01-27,360.0
2023-01-28,249.0
2023-01-29,248.0
2023-01-30,309.0
2023-01-31,302.0
2023-02-01,283.0
2023-02-02,290.0
2023-02-03,301.0
2023-02-04,340.0
2023-02-05,344.0
2023-02-06,365.0
2023-02-07,328.0
2023-02-08,338.0
2023-02-09,352.0
2023-02-10,347.0
2023-02-11,308.0
2023-02-12,322.0
2023-02-13,304.0
2023-02-14,326.0
2023-02-15,353.0
2023-02-16,353.0
2023-02-17,384.0
2023-02-18,320.0
2023-02-19,341.0
2023-02-20,343.0
2023-02-21,317.0
2023-02-22,382.0
2023-02-23,393.0
2023-02-24,443.0
2023-02-25,386.0
2023-02-26,376.0
2023-02-27,407.0
2023-02-28,376.0
2023-03-01,337.0
2023-03-02,365.0
2023-03-03,394.0
2023-03-04,288.0
2023-03-05,492.0
2023-03-06,369.0
2023-03-07,337.0
2023-03-08,421.0
2023-03-09,483.0
2023-03-10,487.0
2023-03-11,365.0
2023-03-12,426.0
2023-03-13,388.0
2023-03-14,398.0
2023-03-15,493.0
2023-03-16,447.0
2023-03-17,537.0
2023-03-18,445.0
2023-03-19,459.0
2023-03-20,449.0
2023-03-21,507.0
2023-03-22,432.0
2023-03-23,425.0
2023-03-24,420.0
2023-03-25,367.0
2023-03-26,388.0
2023-03-27,428.0
2023-03-28,411.0
2023-03-29,376.0
2023-03-30,390.0
2023-03-31,397.0
2023-04-01,291.0
2023-04-02,330.0
2023-04-03,302.0
2023-04-04,277.0
2023-04-05,366.0
2023-04-06,472.0
2023-04-07,386.0
2023-04-08,297.0
2023-04-09,310.0
2023-04-10,452.0
2023-04-11,367.0
2023-04-12,339.0
2023-04-13,321.0
2023-04-14,356.0
2023-04-15,296.0
2023-04-16,304.0
2023-04-17,282.0
2023-04-18,263.0
2023-04-19,317.0
2023-04-20,323.0
2023-04-21,335.0
2023-04-22,313.0
2023-04-23,318.0
2023-04-24,326.0
2023-04-25,309.0
2023-04-26,398.0
2023-04-27,439.0
2023-04-28,496.0
2023-04-29,368.0
2023-04-30,439.0
2023-05-01,451.0
2023-05-02,385.0
2023-05-03,375.0
2023-05-04,401.0
2023-05-05,465.0
2023-05-06,382.0
2023-05-07,380.0
2023-05-08,364.0
2023-05-09,397.0
2023-05-10,411.0
2023-05-11,436.0
2023-05-12,451.0
2023-05-13,364.0
2023-05-14,411.0
2023-05-15,911.0
2023-05-16,452.0
2023-05-17,442.0
2023-05-18,471.0
2023-05-19,496.0
2023-05-20,430.0
2023-05-21,385.0
2023-05-22,470.0
2023-05-23,390.0
2023-05-24,514.0
2023-05-25,629.0
2023-05-26,562.0
2023-05-27,499.0
2023-05-28,522.0
2023-05-29,463.0
2023-05-30,437.0
2023-05-31,497.0
2023-06-01,593.0
2023-06-02,684.0
2023-06-03,521.0
2023-06-04,487.0
2023-06-05,536.0
2023-06-06,514.0
2023-06-07,552.0
2023-06-08,660.0
2023-06-09,590.0
2023-06-10,456.0
2023-06-11,435.0
2023-06-12,525.0
2023-06-13,600.0
2023-06-14,574.0
2023-06-15,550.0
2023-06-16,574.0
2023-06-17,459.0
2023-06-18,423.0
2023-06-19,491.0
2023-06-20,548.0
2023-06-21,536.0
2023-06-22,641.0
2023-06-23,620.0
2023-06-24,462.0
2023-06-25,477.0
2023-06-26,462.0
2023-06-27,510.0
2023-06-28,594.0
2023-06-29,612.0
2023-06-30,714.0
2023-07-01,495.0
2023-07-02,414.0
2023-07-03,567.0
2023-07-04,483.0
2023-07-05,457.0
2023-07-06,505.0
2023-07-07,535.0
2023-07-08,452.0
2023-07-09,456.0
2023-07-10,477.0
2023-07-11,489.0
2023-07-12,482.0
2023-07-13,576.0
2023-07-14,572.0
2023-07-15,432.0
2023-07-16,456.0
2023-07-17,596.0
2023-07-18,481.0
2023-07-19,429.0
2023-07-20,552.0
2023-07-21,571.0
2023-07-22,434.0
2023-07-23,433.0
2023-07-24,428.0
2023-07-25,379.0
2023-07-26,476.0
2023-07-27,453.0
2023-07-28,484.0
2023-07-29,434.0
2023-07-30,358.0
2023-07-31,470.0
2023-08-01,485.0
2023-08-02,523.0
2023-08-03,555.0
2023-08-04,606.0
2023-08-05,458.0
2023-08-06,486.0
2023-08-07,529.0
2023-08-08,512.0
2023-08-09,493.0
2023-08-10,537.0
2023-08-11,584.0
2023-08-12,469.0
2023-08-13,524.0
2023-08-14,288.0
2023-08-15,308.0
2023-08-16,1591.0
2023-08-17,3826.0
2023-08-18,924.0
2023-08-19,406.0
2023-08-20,387.0
2023-08-21,309.0
2023-08-22,318.0
2023-08-23,310.0
2023-08-24,291.0
2023-08-25,323.0
2023-08-26,369.0
2023-08-27,308.0
2023-08-28,260.0
2023-08-29,264.0
2023-08-30,307.0
2023-08-31,384.0
2023-09-01,264.0
2023-09-02,228.0
2023-09-03,259.0
2023-09-04,607.0
2023-09-05,601.0
2023-09-06,801.0
2023-09-07,972.0
2023-09-08,1221.0
2023-09-09,1245.0
2023-09-10,871.0
2023-09-11,628.0
2023-09-12,529.0
2023-09-13,505.0
2023-09-14,446.0
2023-09-15,428.0
2023-09-16,349.0
2023-09-17,340.0
2023-09-18,381.0
2023-09-19,400.0
2023-09-20,413.0
2023-09-21,397.0
2023-09-22,424.0
2023-09-23,363.0
2023-09-24,331.0
2023-09-25,327.0
2023-09-26,352.0
2023-09-27,450.0
2023-09-28,450.0
2023-09-29,491.0
2023-09-30,406.0
2023-10-01,369.0
2023-10-02,412.0
2023-10-03,377.0
2023-10-04,424.0
2023-10-05,416.0
2023-10-06,473.0
2023-10-07,382.0
2023-10-08,333.0
2023-10-09,378.0
2023-10-10,356.0
2023-10-11,367.0
2023-10-12,371.0
2023-10-13,412.0
2023-10-14,333.0
2023-10-15,319.0
2023-10-16,372.0
2023-10-17,346.0
2023-10-18,382.0
2023-10-19,402.0
2023-10-20,406.0
2023-10-21,343.0
2023-10-22,331.0
2023-10-23,401.0
2023-10-24,369.0
2023-10-25,362.0
2023-10-26,394.0
2023-10-27,431.0
2023-10-28,400.0
2023-10-29,314.0
2023-10-30,321.0
2023-10-31,305.0
2023-11-01,320.0
2023-11-02,337.0
2023-11-03,335.0
2023-11-04,294.0
2023-11-05,309.0
2023-11-06,310.0
2023-11-07,330.0
2023-11-08,351.0
2023-11-09,344.0
2023-11-10,393.0
2023-11-11,258.0
2023-11-12,208.0
2023-11-13,319.0
2023-11-14,325.0
2023-11-15,327.0
2023-11-16,297.0
2023-11-17,387.0
2023-11-18,253.0
2023-11-19,309.0
2023-11-20,303.0
2023-11-21,343.0
2023-11-22,278.0
2023-11-23,347.0
2023-11-24,387.0
2023-11-25,251.0
2023-11-26,291.0
2023-11-27,301.0
2023-11-28,357.0
2023-11-29,334.0
2023-11-30,360.0
2023-12-01,385.0
2023-12-02,239.0
2023-12-03,302.0
2023-12-04,272.0
2023-12-05,292.0
2023-12-06,335.0
2023-12-07,367.0
2023-12-08,328.0
2023-12-09,235.0
2023-12-10,221.0
2023-12-11,333.0
2023-12-12,301.0
2023-12-13,333.0
2023-12-14,355.0
2023-12-15,310.0
2023-12-16,300.0
2023-12-17,325.0
2023-12-18,355.0
2023-12-19,369.0
2023-12-20,447.0
2023-12-21,473.0
2023-12-22,429.0
2023-12-23,333.0
2023-12-24,215.0
2023-12-25,142.0
2023-12-26,214.0
2023-12-27,350.0
2023-12-28,387.0
2023-12-29,348.0
2023-12-30,290.0
2023-12-31,211.0
2024-01-01,0.0
